sentence_id,volume,group_start,text_raw,text_norm,avg_logprob,no_speech_prob,t_start,t_end,media_file,src_file,source,flags
974,1,951,"We've lived in Paris for six years. We lived in Paris for six years, but now we live in Rome.","We've lived in Paris for six years. We lived in Paris for six years, but now we live in Rome.",-0.1669,0.0277,336.904,342.090,transcript_media/en/ZS_F1_0974_en.mp3,GLOSSIKA-ENZS-F1-GMS-0951A.mp3,F1-GMS-0951A 05:36.90-05:42.09,
975,1,951,I had lunch an hour ago.,I had lunch an hour ago.,-0.3146,0.0129,363.997,365.412,transcript_media/en/ZS_F1_0975_en.mp3,GLOSSIKA-ENZS-F1-GMS-0951A.mp3,F1-GMS-0951A 06:04.00-06:05.41,
976,1,951,I started my new job last week.,I started my new job last week.,-0.2892,0.0312,375.348,377.019,transcript_media/en/ZS_F1_0976_en.mp3,GLOSSIKA-ENZS-F1-GMS-0951A.mp3,F1-GMS-0951A 06:15.35-06:17.02,
977,1,951,My friends arrived on Friday.,My friends arrived on Friday.,-0.3071,0.0029,388.741,390.381,transcript_media/en/ZS_F1_0977_en.mp3,GLOSSIKA-ENZS-F1-GMS-0951A.mp3,F1-GMS-0951A 06:28.74-06:30.38,
978,1,951,Keiko went out at 5 o'clock.,Keiko went out at 5 o'clock.,-0.2562,0.0385,400.612,402.176,transcript_media/en/ZS_F1_0978_en.mp3,GLOSSIKA-ENZS-F1-GMS-0951A.mp3,F1-GMS-0951A 06:40.61-06:42.18,
979,1,951,I wore my new suit yesterday.,I wore my new suit yesterday.,-0.2768,0.0189,412.421,413.950,transcript_media/en/ZS_F1_0979_en.mp3,GLOSSIKA-ENZS-F1-GMS-0951A.mp3,F1-GMS-0951A 06:52.42-06:53.95,
980,1,951,Have you seen VEDA? Did you see VEDA yesterday?,Have you seen VEDA? Did you see VEDA yesterday?,-0.1145,0.0539,424.309,426.674,transcript_media/en/ZS_F1_0980_en.mp3,GLOSSIKA-ENZS-F1-GMS-0951A.mp3,F1-GMS-0951A 07:04.31-07:06.67,
981,1,951,I've finished my work. I finished my work at 2 o'clock.,I've finished my work. I finished my work at 2 o'clock.,-0.1693,0.0222,439.768,442.849,transcript_media/en/ZS_F1_0981_en.mp3,GLOSSIKA-ENZS-F1-GMS-0951A.mp3,F1-GMS-0951A 07:19.77-07:22.85,
982,1,951,Have you finished? What time did you finish your work?,Have you finished? What time did you finish your work?,-0.1664,0.0285,456.448,458.888,transcript_media/en/ZS_F1_0982_en.mp3,GLOSSIKA-ENZS-F1-GMS-0951A.mp3,F1-GMS-0951A 07:36.45-07:38.89,
983,1,951,Li Ting isn't here. She's gone out.,Li Ting isn't here. She's gone out.,-0.2259,0.0088,470.774,472.564,transcript_media/en/ZS_F1_0983_en.mp3,GLOSSIKA-ENZS-F1-GMS-0951A.mp3,F1-GMS-0951A 07:50.77-07:52.56,
984,1,951,Sanjit's grandmother has died. Sanjit's grandmother died two years ago.,Sanjit's grandmother has died. Sanjit's grandmother died two years ago.,-0.1403,0.0338,482.972,486.886,transcript_media/en/ZS_F1_0984_en.mp3,GLOSSIKA-ENZS-F1-GMS-0951A.mp3,F1-GMS-0951A 08:02.97-08:06.89,
985,1,951,Where have you been? Where were you last night?,Where have you been? Where were you last night?,-0.1770,0.0392,502.390,504.471,transcript_media/en/ZS_F1_0985_en.mp3,GLOSSIKA-ENZS-F1-GMS-0951A.mp3,F1-GMS-0951A 08:22.39-08:24.47,
986,1,951,My friend is a writer and has written many books.,My friend is a writer and has written many books.,-0.2186,0.0064,515.539,518.058,transcript_media/en/ZS_F1_0986_en.mp3,GLOSSIKA-ENZS-F1-GMS-0951A.mp3,F1-GMS-0951A 08:35.54-08:38.06,
987,1,951,I played tennis yesterday afternoon.,I played tennis yesterday afternoon.,-0.2669,0.0115,529.832,531.586,transcript_media/en/ZS_F1_0987_en.mp3,GLOSSIKA-ENZS-F1-GMS-0951A.mp3,F1-GMS-0951A 08:49.83-08:51.59,
988,1,951,What time did you go to bed last night?,What time did you go to bed last night?,-0.1988,0.0221,541.586,543.197,transcript_media/en/ZS_F1_0988_en.mp3,GLOSSIKA-ENZS-F1-GMS-0951A.mp3,F1-GMS-0951A 09:01.59-09:03.20,
989,1,951,Have you ever met a famous person?,Have you ever met a famous person?,-0.2246,0.1448,552.983,554.485,transcript_media/en/ZS_F1_0989_en.mp3,GLOSSIKA-ENZS-F1-GMS-0951A.mp3,F1-GMS-0951A 09:12.98-09:14.48,
990,1,951,The weather wasn't very good yesterday.,The weather wasn't very good yesterday.,-0.3498,0.0177,564.115,565.949,transcript_media/en/ZS_F1_0990_en.mp3,GLOSSIKA-ENZS-F1-GMS-0951A.mp3,F1-GMS-0951A 09:24.12-09:25.95,
991,1,951,Mira travels a lot. She's visited many countries.,Mira travels a lot. She's visited many countries.,-0.2750,0.0185,575.484,578.304,transcript_media/en/ZS_F1_0991_en.mp3,GLOSSIKA-ENZS-F1-GMS-0951A.mp3,F1-GMS-0951A 09:35.48-09:38.30,
992,1,951,I turned off the light before leaving this morning.,I turned off the light before leaving this morning.,-0.1221,0.0229,590.900,592.881,transcript_media/en/ZS_F1_0992_en.mp3,GLOSSIKA-ENZS-F1-GMS-0951A.mp3,F1-GMS-0951A 09:50.90-09:52.88,
993,1,951,"I live in New York now, but I've lived in Mexico for many years.","I live in New York now, but I've lived in Mexico for many years.",-0.1600,0.0377,604.146,607.219,transcript_media/en/ZS_F1_0993_en.mp3,GLOSSIKA-ENZS-F1-GMS-0951A.mp3,F1-GMS-0951A 10:04.15-10:07.22,
994,1,951,What's Taiwan like? Is it beautiful? I don't know. I've never been there.,What's Taiwan like? Is it beautiful? I don't know. I've never been there.,-0.0928,0.0098,622.336,626.024,transcript_media/en/ZS_F1_0994_en.mp3,GLOSSIKA-ENZS-F1-GMS-0951A.mp3,F1-GMS-0951A 10:22.34-10:26.02,
995,1,951,Have you ever been to Florida?,Have you ever been to Florida?,-0.2990,0.0389,640.528,641.702,transcript_media/en/ZS_F1_0995_en.mp3,GLOSSIKA-ENZS-F1-GMS-0951A.mp3,F1-GMS-0951A 10:40.53-10:41.70,
996,1,951,We went there on vacation two years ago.,We went there on vacation two years ago.,-0.2568,0.0123,651.687,653.484,transcript_media/en/ZS_F1_0996_en.mp3,GLOSSIKA-ENZS-F1-GMS-0951A.mp3,F1-GMS-0951A 10:51.69-10:53.48,
997,1,951,Did you have a good time?,Did you have a good time?,-0.1562,0.0726,664.618,665.650,transcript_media/en/ZS_F1_0997_en.mp3,GLOSSIKA-ENZS-F1-GMS-0951A.mp3,F1-GMS-0951A 11:04.62-11:05.65,
998,1,951,We had a great time. It was wonderful.,We had a great time. It was wonderful.,-0.1085,0.0139,674.296,676.245,transcript_media/en/ZS_F1_0998_en.mp3,GLOSSIKA-ENZS-F1-GMS-0951A.mp3,F1-GMS-0951A 11:14.30-11:16.24,
999,1,951,What does your girlfriend do?,What does your girlfriend do?,-0.3438,0.0411,687.102,688.258,transcript_media/en/ZS_F1_0999_en.mp3,GLOSSIKA-ENZS-F1-GMS-0951A.mp3,F1-GMS-0951A 11:27.10-11:28.26,
1000,1,951,She's a painter. She won many prizes for her paintings.,She's a painter. She won many prizes for her paintings.,-0.2003,0.0093,698.697,701.586,transcript_media/en/ZS_F1_1000_en.mp3,GLOSSIKA-ENZS-F1-GMS-0951A.mp3,F1-GMS-0951A 11:38.70-11:41.59,
1001,2,1001,The GMS Method Fluency 2,The GMS Method Fluency 2,-0.4382,0.0197,0.000,3.279,transcript_media/en/ZS_F2_1001_en.mp3,GLOSSIKA-ENZS-F2-GMS-1001A.mp3,F2-GMS-1001A 00:00.00-00:03.28,
1002,2,1001,你看过他画的画吗?,你看过他画的画吗?,-0.3149,0.0619,17.225,19.051,transcript_media/en/ZS_F2_1002_en.mp3,GLOSSIKA-ENZS-F2-GMS-1001A.mp3,F2-GMS-1001A 00:17.22-00:19.05,
1003,2,1001,我上个礼拜看了一些他的作品。,我上个礼拜看了一些他的作品。,-0.2451,0.0764,29.080,31.503,transcript_media/en/ZS_F2_1003_en.mp3,GLOSSIKA-ENZS-F2-GMS-1001A.mp3,F2-GMS-1001A 00:29.08-00:31.50,
1004,2,1001,"布里奇特在工厂工作,不过他曾经做过很多份不同的工作。","布里奇特在工厂工作,不过他曾经做过很多份不同的工作。",-0.2224,0.0646,44.136,49.164,transcript_media/en/ZS_F2_1004_en.mp3,GLOSSIKA-ENZS-F2-GMS-1001A.mp3,F2-GMS-1001A 00:44.14-00:49.16,
1005,2,1001,He was a waiter at a restaurant five years ago.,He was a waiter at a restaurant five years ago.,-0.3078,0.0247,63.841,66.206,transcript_media/en/ZS_F2_1005_en.mp3,GLOSSIKA-ENZS-F2-GMS-1001A.mp3,F2-GMS-1001A 01:03.84-01:06.21,
1006,2,1001,"之后他在农场工作,但他不怎么喜欢那份工作。","之后他在农场工作,但他不怎么喜欢那份工作。",-0.2054,0.2181,79.273,83.366,transcript_media/en/ZS_F2_1006_en.mp3,GLOSSIKA-ENZS-F2-GMS-1001A.mp3,F2-GMS-1001A 01:19.27-01:23.37,
1007,2,1001,你认识建宏的妹妹吗?,你认识建宏的妹妹吗?,-0.1821,0.0989,96.282,98.139,transcript_media/en/ZS_F2_1007_en.mp3,GLOSSIKA-ENZS-F2-GMS-1001A.mp3,F2-GMS-1001A 01:36.28-01:38.14,
1008,2,1001,"我看到过他几次,但没跟他说过话。","我看到过他几次,但没跟他说过话。",-0.2276,0.1616,109.157,112.304,transcript_media/en/ZS_F2_1008_en.mp3,GLOSSIKA-ENZS-F2-GMS-1001A.mp3,F2-GMS-1001A 01:49.16-01:52.30,
1009,2,1001,你跟他说过话吗?,你跟他说过话吗?,-0.1978,0.1181,123.694,125.107,transcript_media/en/ZS_F2_1009_en.mp3,GLOSSIKA-ENZS-F2-GMS-1001A.mp3,F2-GMS-1001A 02:03.69-02:05.11,
1010,2,1001,"我上周在聚会认识的他,他人不错。","我上周在聚会认识的他,他人不错。",-0.1522,0.2225,136.454,139.546,transcript_media/en/ZS_F2_1010_en.mp3,GLOSSIKA-ENZS-F2-GMS-1001A.mp3,F2-GMS-1001A 02:16.45-02:19.55,
1011,2,1001,The office is cleaned every day.,The office is cleaned every day.,-0.3658,0.0042,151.032,152.671,transcript_media/en/ZS_F2_1011_en.mp3,GLOSSIKA-ENZS-F2-GMS-1001A.mp3,F2-GMS-1001A 02:31.03-02:32.67,
1012,2,1001,Somebody cleaned the office yesterday. The office was cleaned yesterday.,Somebody cleaned the office yesterday. The office was cleaned yesterday.,-0.1331,0.0023,166.989,171.293,transcript_media/en/ZS_F2_1012_en.mp3,GLOSSIKA-ENZS-F2-GMS-1001A.mp3,F2-GMS-1001A 02:46.99-02:51.29,
1013,2,1001,Butter is made from milk.,Butter is made from milk.,-0.3956,0.0161,186.463,187.854,transcript_media/en/ZS_F2_1013_en.mp3,GLOSSIKA-ENZS-F2-GMS-1001A.mp3,F2-GMS-1001A 03:06.46-03:07.85,
1014,2,1001,Oranges are imported into Canada.,Oranges are imported into Canada.,-0.2910,0.0035,198.841,200.838,transcript_media/en/ZS_F2_1014_en.mp3,GLOSSIKA-ENZS-F2-GMS-1001A.mp3,F2-GMS-1001A 03:18.84-03:20.84,
1015,2,1001,How often are these rooms cleaned?,How often are these rooms cleaned?,-0.3033,0.0099,212.118,214.050,transcript_media/en/ZS_F2_1015_en.mp3,GLOSSIKA-ENZS-F2-GMS-1001A.mp3,F2-GMS-1001A 03:32.12-03:34.05,
1016,2,1001,I'm never invited to parties.,I'm never invited to parties.,-0.1045,0.0229,225.972,228.058,transcript_media/en/ZS_F2_1016_en.mp3,GLOSSIKA-ENZS-F2-GMS-1001A.mp3,F2-GMS-1001A 03:45.97-03:48.06,
1017,2,1001,This house was built 100 years ago.,This house was built 100 years ago.,-0.2852,0.0038,240.020,242.516,transcript_media/en/ZS_F2_1017_en.mp3,GLOSSIKA-ENZS-F2-GMS-1001A.mp3,F2-GMS-1001A 04:00.02-04:02.52,
1018,2,1001,These houses were built 100 years ago.,These houses were built 100 years ago.,-0.2878,0.0036,253.932,256.572,transcript_media/en/ZS_F2_1018_en.mp3,GLOSSIKA-ENZS-F2-GMS-1001A.mp3,F2-GMS-1001A 04:13.93-04:16.57,
1019,2,1001,When was the telephone invented?,When was the telephone invented?,-0.2255,0.0050,268.034,269.699,transcript_media/en/ZS_F2_1019_en.mp3,GLOSSIKA-ENZS-F2-GMS-1001A.mp3,F2-GMS-1001A 04:28.03-04:29.70,
1020,2,1001,We weren't invited to the party last week.,We weren't invited to the party last week.,-0.2174,0.0113,280.860,282.990,transcript_media/en/ZS_F2_1020_en.mp3,GLOSSIKA-ENZS-F2-GMS-1001A.mp3,F2-GMS-1001A 04:40.86-04:42.99,
1021,2,1001,Was anybody injured in the accident?,Was anybody injured in the accident?,-0.1262,0.0400,296.449,298.198,transcript_media/en/ZS_F2_1021_en.mp3,GLOSSIKA-ENZS-F2-GMS-1001A.mp3,F2-GMS-1001A 04:56.45-04:58.20,
1022,2,1001,Two people were taken to the hospital.,Two people were taken to the hospital.,-0.2184,0.0090,308.544,310.417,transcript_media/en/ZS_F2_1022_en.mp3,GLOSSIKA-ENZS-F2-GMS-1001A.mp3,F2-GMS-1001A 05:08.54-05:10.42,
1023,2,1001,I was born in Colombia in 1989.,I was born in Colombia in 1989.,-0.2834,0.0216,320.847,323.716,transcript_media/en/ZS_F2_1023_en.mp3,GLOSSIKA-ENZS-F2-GMS-1001A.mp3,F2-GMS-1001A 05:20.85-05:23.72,
1024,2,1001,Where were you born?,Where were you born?,-0.3635,0.0525,335.944,336.907,transcript_media/en/ZS_F2_1024_en.mp3,GLOSSIKA-ENZS-F2-GMS-1001A.mp3,F2-GMS-1001A 05:35.94-05:36.91,
1025,2,1001,你在哪儿出生的? 在台北。,你在哪儿出生的? 在台北。,-0.3332,0.1562,344.332,346.570,transcript_media/en/ZS_F2_1025_en.mp3,GLOSSIKA-ENZS-F2-GMS-1001A.mp3,F2-GMS-1001A 05:44.33-05:46.57,
1026,2,1001,The phone was invented by Bayer in 1876.,The phone was invented by Bayer in 1876.,-0.4771,0.0513,360.354,363.208,transcript_media/en/ZS_F2_1026_en.mp3,GLOSSIKA-ENZS-F2-GMS-1001A.mp3,F2-GMS-1001A 06:00.35-06:03.21,
1027,2,1001,我前几天被狗咬了。,我前几天被狗咬了。,-0.2613,0.0444,374.375,376.127,transcript_media/en/ZS_F2_1027_en.mp3,GLOSSIKA-ENZS-F2-GMS-1001A.mp3,F2-GMS-1001A 06:14.38-06:16.13,
1028,2,1001,你喜欢这些画吗?这些是我的一个朋友画的。,你喜欢这些画吗?这些是我的一个朋友画的。,-0.3326,0.0377,389.921,393.481,transcript_media/en/ZS_F2_1028_en.mp3,GLOSSIKA-ENZS-F2-GMS-1001A.mp3,F2-GMS-1001A 06:29.92-06:33.48,
1029,2,1001,Are these rooms cleaned every day?,Are these rooms cleaned every day?,-0.6234,0.0178,403.890,406.245,transcript_media/en/ZS_F2_1029_en.mp3,GLOSSIKA-ENZS-F2-GMS-1001A.mp3,F2-GMS-1001A 06:43.89-06:46.24,
1030,2,1001,玻璃是沙子做的。,玻璃是沙子做的。,-0.2695,0.0798,415.743,417.336,transcript_media/en/ZS_F2_1030_en.mp3,GLOSSIKA-ENZS-F2-GMS-1001A.mp3,F2-GMS-1001A 06:55.74-06:57.34,
1031,2,1001,邮票在邮局出售。,邮票在邮局出售。,-0.2582,0.0300,427.935,429.729,transcript_media/en/ZS_F2_1031_en.mp3,GLOSSIKA-ENZS-F2-GMS-1001A.mp3,F2-GMS-1001A 07:07.93-07:09.73,
1032,2,1001,这个字不常用。,这个字不常用。,-0.5113,0.0051,439.976,441.386,transcript_media/en/ZS_F2_1032_en.mp3,GLOSSIKA-ENZS-F2-GMS-1001A.mp3,F2-GMS-1001A 07:19.98-07:21.39,
1033,2,1001,Can we park our car here?,Can we park our car here?,-0.5945,0.0276,451.341,453.195,transcript_media/en/ZS_F2_1033_en.mp3,GLOSSIKA-ENZS-F2-GMS-1001A.mp3,F2-GMS-1001A 07:31.34-07:33.19,
1034,2,1001,这个字怎么读?,这个字怎么读?,-0.3100,0.0064,462.912,464.337,transcript_media/en/ZS_F2_1034_en.mp3,GLOSSIKA-ENZS-F2-GMS-1001A.mp3,F2-GMS-1001A 07:42.91-07:44.34,
1035,2,1001,This house has been renovated last month.,This house has been renovated last month.,-0.7526,0.0176,475.485,478.235,transcript_media/en/ZS_F2_1035_en.mp3,GLOSSIKA-ENZS-F2-GMS-1001A.mp3,F2-GMS-1001A 07:55.49-07:58.23,
1036,2,1001,My phone was stolen a few days ago.,My phone was stolen a few days ago.,-0.5117,0.1236,489.086,491.146,transcript_media/en/ZS_F2_1036_en.mp3,GLOSSIKA-ENZS-F2-GMS-1001A.mp3,F2-GMS-1001A 08:09.09-08:11.15,
1037,2,1001,有三个人在车祸中受伤,有三个人在车祸中受伤,-0.2700,0.1394,501.730,503.729,transcript_media/en/ZS_F2_1037_en.mp3,GLOSSIKA-ENZS-F2-GMS-1001A.mp3,F2-GMS-1001A 08:21.73-08:23.73,
1038,2,1001,这座桥是什么时候建造的?,这座桥是什么时候建造的?,-0.2561,0.0369,513.805,515.919,transcript_media/en/ZS_F2_1038_en.mp3,GLOSSIKA-ENZS-F2-GMS-1001A.mp3,F2-GMS-1001A 08:33.80-08:35.92,
1039,2,1001,我没有被噪音吵醒。,我没有被噪音吵醒。,-0.3089,0.0167,526.385,528.099,transcript_media/en/ZS_F2_1039_en.mp3,GLOSSIKA-ENZS-F2-GMS-1001A.mp3,F2-GMS-1001A 08:46.39-08:48.10,
1040,2,1001,How did these windows break?,How did these windows break?,-0.5469,0.0092,538.421,540.199,transcript_media/en/ZS_F2_1040_en.mp3,GLOSSIKA-ENZS-F2-GMS-1001A.mp3,F2-GMS-1001A 08:58.42-09:00.20,
1041,2,1001,你上周被邀请去雅德利安的聚会了吗?,你上周被邀请去雅德利安的聚会了吗?,-0.1098,0.2688,552.218,555.239,transcript_media/en/ZS_F2_1041_en.mp3,GLOSSIKA-ENZS-F2-GMS-1001A.mp3,F2-GMS-1001A 09:12.22-09:15.24,
1042,2,1001,Football is very popular in most countries around the world.,Football is very popular in most countries around the world.,-0.3708,0.0230,568.340,571.309,transcript_media/en/ZS_F2_1042_en.mp3,GLOSSIKA-ENZS-F2-GMS-1001A.mp3,F2-GMS-1001A 09:28.34-09:31.31,
1043,2,1001,为什么这封邮件寄到了错误的地址,为什么这封邮件寄到了错误的地址,-0.2853,0.0276,583.707,586.488,transcript_media/en/ZS_F2_1043_en.mp3,GLOSSIKA-ENZS-F2-GMS-1001A.mp3,F2-GMS-1001A 09:43.71-09:46.49,
1044,2,1001,修车场是维修汽车的地方。,修车场是维修汽车的地方。,-0.1466,0.0646,598.884,601.340,transcript_media/en/ZS_F2_1044_en.mp3,GLOSSIKA-ENZS-F2-GMS-1001A.mp3,F2-GMS-1001A 09:58.88-10:01.34,
1045,2,1001,你在哪里出生的?,你在哪里出生的?,-0.3310,0.0585,610.495,611.985,transcript_media/en/ZS_F2_1045_en.mp3,GLOSSIKA-ENZS-F2-GMS-1001A.mp3,F2-GMS-1001A 10:10.50-10:11.99,
1046,2,1001,瑞士有几种语言?,瑞士有几种语言?,-0.2961,0.0199,622.821,624.497,transcript_media/en/ZS_F2_1046_en.mp3,GLOSSIKA-ENZS-F2-GMS-1001A.mp3,F2-GMS-1001A 10:22.82-10:24.50,
1047,2,1001,"有人闯进了我们家,但没丢东西。","有人闯进了我们家,但没丢东西。",-0.1696,0.0625,637.117,639.749,transcript_media/en/ZS_F2_1047_en.mp3,GLOSSIKA-ENZS-F2-GMS-1001A.mp3,F2-GMS-1001A 10:37.12-10:39.75,
1048,2,1001,自行车是什么时候发明的?,自行车是什么时候发明的?,-0.2995,0.0820,650.306,652.298,transcript_media/en/ZS_F2_1048_en.mp3,GLOSSIKA-ENZS-F2-GMS-1001A.mp3,F2-GMS-1001A 10:50.31-10:52.30,
1049,2,1001,"我昨天目睹了一場車禍,有兩個人被送去了醫院。","我昨天目睹了一場車禍,有兩個人被送去了醫院。",-0.2322,0.0378,667.586,671.455,transcript_media/en/ZS_F2_1049_en.mp3,GLOSSIKA-ENZS-F2-GMS-1001A.mp3,F2-GMS-1001A 11:07.59-11:11.45,
1050,2,1001,纸是木头做的。,纸是木头做的。,-0.3210,0.0604,681.942,683.403,transcript_media/en/ZS_F2_1050_en.mp3,GLOSSIKA-ENZS-F2-GMS-1001A.mp3,F2-GMS-1001A 11:21.94-11:23.40,
1051,2,1051,The GMS Method Fluency 2,The GMS Method Fluency 2,-0.4382,0.0197,0.000,3.279,transcript_media/en/ZS_F2_1051_en.mp3,GLOSSIKA-ENZS-F2-GMS-1051A.mp3,F2-GMS-1051A 00:00.00-00:03.28,
1052,2,1051,很多英国的电视节目会在美国的电视台播出,很多英国的电视节目会在美国的电视台播出,-0.2362,0.0163,13.156,16.617,transcript_media/en/ZS_F2_1052_en.mp3,GLOSSIKA-ENZS-F2-GMS-1051A.mp3,F2-GMS-1051A 00:13.16-00:16.62,
1053,2,1051,"No, they weren't invited.","No, they weren't invited.",-0.2076,0.0097,29.977,31.263,transcript_media/en/ZS_F2_1053_en.mp3,GLOSSIKA-ENZS-F2-GMS-1051A.mp3,F2-GMS-1051A 00:29.98-00:31.26,
1054,2,1051,How old is this movie?,How old is this movie?,-0.2973,0.0390,50.051,51.353,transcript_media/en/ZS_F2_1054_en.mp3,GLOSSIKA-ENZS-F2-GMS-1051A.mp3,F2-GMS-1051A 00:50.05-00:51.35,
1055,2,1051,这部电影有多少年了?是1965年拍的。,这部电影有多少年了?是1965年拍的。,-0.3061,0.0122,61.925,65.745,transcript_media/en/ZS_F2_1055_en.mp3,GLOSSIKA-ENZS-F2-GMS-1051A.mp3,F2-GMS-1051A 01:01.93-01:05.75,
1056,2,1051,"我的车上个礼拜被偷了,但隔天警察就找到了。","我的车上个礼拜被偷了,但隔天警察就找到了。",-0.1068,0.0789,81.134,84.811,transcript_media/en/ZS_F2_1056_en.mp3,GLOSSIKA-ENZS-F2-GMS-1051A.mp3,F2-GMS-1051A 01:21.13-01:24.81,
1057,2,1051,阿图罗出生在哈瓦那,阿图罗出生在哈瓦那,-0.3072,0.0249,96.110,98.064,transcript_media/en/ZS_F2_1057_en.mp3,GLOSSIKA-ENZS-F2-GMS-1051A.mp3,F2-GMS-1051A 01:36.11-01:38.06,
1058,2,1051,Anna was born in Rome.,Anna was born in Rome.,-0.4800,0.0366,108.243,109.846,transcript_media/en/ZS_F2_1058_en.mp3,GLOSSIKA-ENZS-F2-GMS-1051A.mp3,F2-GMS-1051A 01:48.24-01:49.85,
1059,2,1051,他的父母出生在里約熱內盧。,他的父母出生在里約熱內盧。,-0.3215,0.0226,121.477,123.797,transcript_media/en/ZS_F2_1059_en.mp3,GLOSSIKA-ENZS-F2-GMS-1051A.mp3,F2-GMS-1051A 02:01.48-02:03.80,
1060,2,1051,我出生在伦敦,我出生在伦敦,-0.4148,0.0554,133.668,135.146,transcript_media/en/ZS_F2_1060_en.mp3,GLOSSIKA-ENZS-F2-GMS-1051A.mp3,F2-GMS-1051A 02:13.67-02:15.15,
1061,2,1051,我妈出生在巴黎。,我妈出生在巴黎。,-0.2692,0.1215,145.254,146.851,transcript_media/en/ZS_F2_1061_en.mp3,GLOSSIKA-ENZS-F2-GMS-1051A.mp3,F2-GMS-1051A 02:25.25-02:26.85,
1062,2,1051,"有人在给门刷油漆,门正在被粉刷。","有人在给门刷油漆,门正在被粉刷。",-0.1426,0.1798,160.882,164.273,transcript_media/en/ZS_F2_1062_en.mp3,GLOSSIKA-ENZS-F2-GMS-1051A.mp3,F2-GMS-1051A 02:40.88-02:44.27,
1063,2,1051,"我的车在修理厂,它正在维修。","我的车在修理厂,它正在维修。",-0.1507,0.0288,177.383,180.140,transcript_media/en/ZS_F2_1063_en.mp3,GLOSSIKA-ENZS-F2-GMS-1051A.mp3,F2-GMS-1051A 02:57.38-03:00.14,
1064,2,1051,公园对面有房子正在兴建中。,公园对面有房子正在兴建中。,-0.3010,0.0476,193.818,196.391,transcript_media/en/ZS_F2_1064_en.mp3,GLOSSIKA-ENZS-F2-GMS-1051A.mp3,F2-GMS-1051A 03:13.82-03:16.39,
1065,2,1051,办公室正在清扫中。,办公室正在清扫中。,-0.2526,0.0853,207.461,209.278,transcript_media/en/ZS_F2_1065_en.mp3,GLOSSIKA-ENZS-F2-GMS-1051A.mp3,F2-GMS-1051A 03:27.46-03:29.28,
1066,2,1051,办公室每天会被打扫,办公室每天会被打扫,-0.2329,0.0972,219.990,221.876,transcript_media/en/ZS_F2_1066_en.mp3,GLOSSIKA-ENZS-F2-GMS-1051A.mp3,F2-GMS-1051A 03:39.99-03:41.88,
1067,2,1051,"In the U.S., football is usually played on weekends, but there are no important games next weekend.","In the U.S., football is usually played on weekends, but there are no important games next weekend.",-0.4112,0.0398,242.040,247.416,transcript_media/en/ZS_F2_1067_en.mp3,GLOSSIKA-ENZS-F2-GMS-1051A.mp3,F2-GMS-1051A 04:02.04-04:07.42,
1068,2,1051,"有人给门刷了油漆,门被刷上了油漆。","有人给门刷了油漆,门被刷上了油漆。",-0.1596,0.1141,261.970,265.352,transcript_media/en/ZS_F2_1068_en.mp3,GLOSSIKA-ENZS-F2-GMS-1051A.mp3,F2-GMS-1051A 04:21.97-04:25.35,
1069,2,1051,"有人偷了我的钥匙,我的钥匙被偷了。","有人偷了我的钥匙,我的钥匙被偷了。",-0.1641,0.0703,279.709,282.748,transcript_media/en/ZS_F2_1069_en.mp3,GLOSSIKA-ENZS-F2-GMS-1051A.mp3,F2-GMS-1051A 04:39.71-04:42.75,
1070,2,1051,"有人偷走了我的钥匙,我的钥匙被偷了。","有人偷走了我的钥匙,我的钥匙被偷了。",-0.1916,0.0295,297.631,300.669,transcript_media/en/ZS_F2_1070_en.mp3,GLOSSIKA-ENZS-F2-GMS-1051A.mp3,F2-GMS-1051A 04:57.63-05:00.67,
1071,2,1051,"没有人邀请我去聚会,我没有被邀请去聚会。","没有人邀请我去聚会,我没有被邀请去聚会。",-0.1693,0.0298,309.443,313.115,transcript_media/en/ZS_F2_1071_en.mp3,GLOSSIKA-ENZS-F2-GMS-1051A.mp3,F2-GMS-1051A 05:09.44-05:13.11,
1072,2,1051,Has this shirt been washed?,Has this shirt been washed?,-0.3924,0.0058,325.826,327.280,transcript_media/en/ZS_F2_1072_en.mp3,GLOSSIKA-ENZS-F2-GMS-1051A.mp3,F2-GMS-1051A 05:25.83-05:27.28,
1073,2,1051,The room isn't dirty anymore. It's been cleaned.,The room isn't dirty anymore. It's been cleaned.,-0.2469,0.0169,342.490,345.215,transcript_media/en/ZS_F2_1073_en.mp3,GLOSSIKA-ENZS-F2-GMS-1051A.mp3,F2-GMS-1051A 05:42.49-05:45.22,
1074,2,1051,The room was cleaned yesterday.,The room was cleaned yesterday.,-0.3231,0.0053,358.794,360.582,transcript_media/en/ZS_F2_1074_en.mp3,GLOSSIKA-ENZS-F2-GMS-1051A.mp3,F2-GMS-1051A 05:58.79-06:00.58,
1075,2,1051,I can't find my keys. I think they've been stolen.,I can't find my keys. I think they've been stolen.,-0.1976,0.0082,371.817,375.111,transcript_media/en/ZS_F2_1075_en.mp3,GLOSSIKA-ENZS-F2-GMS-1051A.mp3,F2-GMS-1051A 06:11.82-06:15.11,
1076,2,1051,My keys were stolen last week.,My keys were stolen last week.,-0.1196,0.0090,387.273,389.053,transcript_media/en/ZS_F2_1076_en.mp3,GLOSSIKA-ENZS-F2-GMS-1051A.mp3,F2-GMS-1051A 06:27.27-06:29.05,
