sentence_id,volume,group_start,en,zh_simp,zh_ocr,en_ocr,confidence,flags,source
530,1,501,"Last night, he wasn't at work.",昨晚他没在工作。,,,,OCR_MISSING,F1-GMS-0501C 02:27.12-02:28.84
531,1,501,He was in bed.,他躺在床上。,,,,OCR_MISSING,F1-GMS-0501C 02:31.50-02:32.85
532,1,501,He was asleep.,他睡着了。,,,,OCR_MISSING,F1-GMS-0501C 02:35.47-02:36.56
533,1,501,He was in bed asleep.,他躺在床上睡着了。,,,,OCR_MISSING,F1-GMS-0501C 02:39.15-02:41.18
534,1,501,I was tired last night.,我昨晚很累。,,,,OCR_MISSING,F1-GMS-0501C 02:43.87-02:45.23
535,1,501,Where was Fatima yesterday?,法地马昨天在哪儿?,,,,OCR_MISSING,F1-GMS-0501C 02:47.85-02:49.58
536,1,501,The weather was nice last week.,上礼拜的天气很好。,,,,OCR_MISSING,F1-GMS-0501C 02:52.13-02:54.12
537,1,501,You were late yesterday.,你昨天迟到了。,,,,OCR_MISSING,F1-GMS-0501C 02:56.71-02:58.31
538,1,501,They weren't here last Sunday.,他们上个星期天不在这儿。,,,,OCR_MISSING,F1-GMS-0501C 03:00.88-03:02.80
539,1,501,"Last year, Rebecca was 22, so she's 23 now.","利贝卡去年22岁,所以他现在23岁了。",,,,OCR_MISSING,F1-GMS-0501C 03:05.46-03:09.76
540,1,501,"When I was a child, I was afraid of dogs.",我小时候很怕狗。,,,,OCR_MISSING,F1-GMS-0501C 03:12.41-03:14.20
541,1,501,"We were hungry after the trip, but we weren't tired.","旅行回来我们很饿,但不累。",,,,OCR_MISSING,F1-GMS-0501C 03:16.76-03:19.61
542,1,501,"The hotel was comfortable, but it wasn't expensive.","这家酒店很舒服,还不贵。",,,,LOW_CONF;OCR_MISSING,F1-GMS-0501C 03:22.28-03:24.77
543,1,501,Was the weather nice when you were on vacation?,你度假的时候天气好吗?,,,,OCR_MISSING,F1-GMS-0501C 03:27.36-03:29.55
544,1,501,Your shoes are nice. Were they expensive?,"你的鞋真不错,很贵吗?",,,,OCR_MISSING,F1-GMS-0501C 03:32.09-03:34.52
545,1,501,Why were you late this morning?,你今天早上为什么迟到了?,,,,LOW_CONF;OCR_MISSING,F1-GMS-0501C 03:37.18-03:39.29
546,1,501,"No, I wasn't.",你知道了吗?我没有。,,,,OCR_MISSING,F1-GMS-0501C 03:41.88-03:44.00
547,1,501,"Was Paul at work yesterday? Yes, he was.","保罗昨天上班了吗? 嗯,他上了。",,,,OCR_MISSING,F1-GMS-0501C 03:46.56-03:49.67
548,1,501,"Were they at the party? No, they weren't.","他们去聚会了吗? 没,他们没去。",,,,OCR_MISSING,F1-GMS-0501C 03:52.17-03:55.21
549,1,501,"Today the weather's nice, but yesterday it was very cold.","今天天气不错,但是昨天非常冷。",,,,OCR_MISSING,F1-GMS-0501C 03:57.86-04:00.66
550,1,501,I'm hungry. Can I have something to eat?,"我饿了,可以给我点吃的吗?",,,,OCR_MISSING,F1-GMS-0501C 04:03.25-04:05.54
551,1,551,The GMS Method. Fluency 1.,英文,,,,OCR_MISSING;DURATION_CHECK,F1-GMS-0551B 00:03.81-00:04.62
552,1,551,"我今天早上觉得还好,但昨晚非常累。","I feel fine this morning, but I was very tired last night.",,,,OCR_MISSING,F1-GMS-0551B 00:09.93-00:12.73
553,1,551,你上个星期五早上十一点在哪儿?,Where were you at 11 a.m. last Friday morning?,,,,OCR_MISSING,F1-GMS-0551B 00:22.10-00:24.37
554,1,551,"别买那双鞋,太贵了。",Don't buy those shoes. They're very expensive.,,,,OCR_MISSING,F1-GMS-0551B 00:32.95-00:35.42
555,1,551,"我喜欢你的新夹克,贵不贵?",I like your new jacket. Was it expensive?,,,,OCR_MISSING,F1-GMS-0551B 00:43.45-00:45.66
556,1,551,去年这个时候我在巴黎。,This time last year I was in Paris.,,,,OCR_MISSING,F1-GMS-0551B 00:54.18-00:56.32
557,1,551,I don't know. They were here a few minutes ago.,Where are the children?,,,,OCR_MISSING;DURATION_CHECK,F1-GMS-0551B 01:04.47-01:05.37
558,1,551,We weren't happy with the hotel. Our room was very small and it wasn't clean.,"孩子们在哪儿?我不知道,他们几分钟前还在这儿。",,,,OCR_MISSING,F1-GMS-0551B 01:10.98-01:14.72
559,1,551,Antonio wasn't at work last week because he was sick. He's better now.,"我们对这家酒店不满意,我们的房间非常小,还不干净。",,,,OCR_MISSING,F1-GMS-0551B 01:25.07-01:29.63
560,1,551,"Yesterday was a holiday, so the banks were closed. They're open today.","安东尼奥上星期没上班,因为他病了,他现在好多了。",,,,OCR_MISSING,F1-GMS-0551B 01:39.16-01:43.68
561,1,551,Were Annabelle and Richard at the party?,"昨天是假日,所以银行都没开门,不过今天会开。",,,,OCR_MISSING,F1-GMS-0551B 01:53.08-01:57.19
562,1,551,"安娜貝爾和理查德去聚會了嗎? 安娜貝爾去了,但是理查德沒去。","Annabelle was there, but Richard wasn't.",,,,OCR_MISSING,F1-GMS-0551B 02:02.19-02:04.21
563,1,551,"我的钥匙呢?我不知道,本来在桌上,但是现在不见了。",Where are my keys?,,,,OCR_MISSING,F1-GMS-0551B 02:16.20-02:17.25
564,1,551,"你昨晚不在家,你在哪儿?","我的钥匙呢,我不知道,本来在桌上,但是现在不见了。",,,,OCR_MISSING,F1-GMS-0551B 02:23.70-02:28.53
565,1,551,你今天早上为什么迟到了?,"你昨晚不在家,你在哪儿?",,,,OCR_MISSING,F1-GMS-0551B 02:36.34-02:38.57
566,1,551,路上太堵了。,你今天早上为什么迟到了?,,,,OCR_MISSING,F1-GMS-0551B 02:47.17-02:49.10
567,1,551,"你的考试难吗? 不难,很简单。",Was your exam difficult?,,,,OCR_MISSING,F1-GMS-0551B 02:53.32-02:54.40
568,1,551,他们上礼拜在哪儿?他们在度假。,"你的考试难吗? 不难,很简单。",,,,OCR_MISSING,F1-GMS-0551B 02:58.98-03:01.92
569,1,551,It was $300. It was 200 euros.,他们上礼拜在哪儿?他们在度假。,,,,OCR_MISSING,F1-GMS-0551B 03:10.26-03:13.23
570,1,551,Why were you angry yesterday? Because you were late.,It was three hundred dollars. It was two hundred euros.,,,,OCR_MISSING,F1-GMS-0551B 03:17.93-03:21.28
571,1,551,"Was the weather nice last week? Yes, it was beautiful.",Why were you angry yesterday? Because you were late.,,,,OCR_MISSING,F1-GMS-0551B 03:31.28-03:33.74
572,1,551,I brush my teeth every morning. This morning I brushed my teeth.,"Was the weather nice last week? Yes, it was beautiful.",,,,OCR_MISSING,F1-GMS-0551B 03:42.99-03:45.89
573,1,551,我每天早上刷牙。,I brush my teeth every morning. This morning I brushed my teeth.,,,,OCR_MISSING,F1-GMS-0551B 03:55.26-03:58.20
574,1,551,Tyree worked in the bank from 1995 to 2001.,我今早刷牙了。,,,,OCR_MISSING,F1-GMS-0551B 04:04.16-04:05.64
575,1,551,"昨天下了一早上的雨,午饭的时候才停。",泰瑞从1995年到2001年在银行工作。,,,,OCR_MISSING,F1-GMS-0551B 04:14.58-04:18.60
576,1,551,我们昨晚聚会玩得很开心。,"昨天下了一早上的雨,午饭的时候才停。",,,,OCR_MISSING,F1-GMS-0551B 04:27.80-04:31.45
577,1,551,"我们跳舞跳了很久,还跟很多人聊天。",我们昨晚聚会玩得很开心。,,,,OCR_MISSING,F1-GMS-0551B 04:38.67-04:41.07
578,1,551,派对在午夜结束。,"我们跳舞跳了很久,还跟很多人聊天。",,,,OCR_MISSING,F1-GMS-0551B 04:49.11-04:52.22
579,1,551,"我通常很早起床,但今天早上我九点半才起。",派对在午夜结束。,,,,OCR_MISSING,F1-GMS-0551B 04:59.62-05:01.42
580,1,551,我们昨天做了很多工作。,"我通常很早起床,但今天早上我九点半才起。",,,,OCR_MISSING,F1-GMS-0551B 05:10.37-05:14.40
581,1,551,"Last week, Sonya went to the cinema to watch three movies.",我们昨天做了很多工作。,,,,OCR_MISSING,F1-GMS-0551B 05:22.19-05:24.07
582,1,551,"恩佐走进房间,脱掉外套,然后坐了下来。",索尼亚上周去电影院看了三次电影。,,,,OCR_MISSING,F1-GMS-0551B 05:32.40-05:35.42
583,1,551,"房间里很热,所以我把窗户打开了。","恩佐走进房间,脱掉外套,然后坐了下来。",,,,OCR_MISSING,F1-GMS-0551B 05:45.17-05:48.80
584,1,551,"那部電影非常長,7點15開始,10點才結束。","房间里很热,所以我把窗户打开了。",,,,OCR_MISSING,F1-GMS-0551B 05:56.98-05:59.85
585,1,551,我小时候想当一名医生,"那部电影非常长,7点15开始,10点才结束。",,,,LOW_CONF;OCR_MISSING,F1-GMS-0551B 06:10.04-06:14.71
586,1,551,那场意外发生在上周日下午。,我小时候想当一名医生。,,,,OCR_MISSING,F1-GMS-0551B 06:22.70-06:24.77
587,1,551,"Today's weather is good, but it rained all day yesterday.",那场意外发生在上周日下午。,,,,OCR_MISSING,F1-GMS-0551B 06:32.87-06:35.50
588,1,551,"我们去年度假玩得很开心,我们住的地方很不错。","今天天气很好,但是昨天下雨下了一整天。",,,,OCR_MISSING,F1-GMS-0551B 06:44.27-06:47.93
589,1,551,Sicilian grandfather died at the age of 92.,"我们去年度假玩得很开心,我们住的地方很不错。",,,,OCR_MISSING,F1-GMS-0551B 06:57.42-07:01.59
590,1,551,我已经买单了。,西西利亚的爷爷92岁时去世了。,,,,OCR_MISSING,F1-GMS-0551B 07:10.71-07:14.04
591,1,551,我上礼拜去看望了他。,我已经买单了。,,,,OCR_MISSING,F1-GMS-0551B 07:21.05-07:22.31
592,1,551,我的票是在網上買的。,我上礼拜去看望了他。,,,,OCR_MISSING,F1-GMS-0551B 07:29.98-07:31.95
593,1,551,我复印了行程表。,我的票是在网上买的。,,,,OCR_MISSING,F1-GMS-0551B 07:39.08-07:41.00
594,1,551,我把包放在桌上了。,我复印了行程表。,,,,LOW_CONF;OCR_MISSING,F1-GMS-0551B 07:47.96-07:49.66
595,1,551,我昨天跟他通了电话。,我把包放在桌上了。,,,,OCR_MISSING,F1-GMS-0551B 07:56.88-07:58.61
596,1,551,"上周二,凡尼莎从洛杉矶飞到墨西哥城。","我昨天跟他通了电话,",,,,OCR_MISSING,F1-GMS-0551B 08:06.17-08:08.08
597,1,551,He got up at 6 a.m. and had a cup of coffee.,"上周二,凡尼莎从洛杉矶飞到墨西哥城。",,,,OCR_MISSING,F1-GMS-0551B 08:17.08-08:20.87
598,1,551,"他7点一刻从家出发,开车去机场。","他早上六点起床,然后喝了杯咖啡。",,,,OCR_MISSING,F1-GMS-0551B 08:28.99-08:32.22
599,1,551,"到了之后,他停好车,走到航站楼,到柜台领了登机牌。","他7点一刻从家出发,开车去机场。",,,,OCR_MISSING,F1-GMS-0551B 08:40.64-08:44.13
600,1,551,"然后他在机场的咖啡厅吃了早餐,等待登机。","到了之后,他停好车,走到航站楼,到柜台领了登机牌。",,,,OCR_MISSING,F1-GMS-0551B 08:53.42-08:58.47
601,1,601,Zoe meets her friends every night. She met them last night.,"左依每天晚上都跟她的朋友们见面,她昨晚也跟他们见了面。",,,,OCR_MISSING,F1-GMS-0601C 00:06.99-00:11.58
602,1,601,I usually buy two newspapers every day. Yesterday I bought two newspapers.,"我一般每天买两份报纸,我昨天也买了两份报纸。",,,,OCR_MISSING,F1-GMS-0601C 00:14.44-00:18.35
603,1,601,"We often go to the movies on weekends. Last Sunday, we went to the movies.","我们周末通常都会去看电影,我们上周日也去看了电影。",,,,OCR_MISSING,F1-GMS-0601C 00:21.17-00:25.75
604,1,601,I eat an orange every day. Yesterday I ate an orange.,"我每天都吃橙子,我昨天也吃了橙子。",,,,OCR_MISSING,F1-GMS-0601C 00:28.62-00:31.85
605,1,601,Tom always takes a shower in the morning. This morning he took a shower.,"汤姆一般早上洗澡,今天早上汤姆也洗了澡。",,,,OCR_MISSING,F1-GMS-0601C 00:34.68-00:38.47
606,1,601,Our friends often come to see us. They came to see us last Friday.,"我们的朋友经常来找我们,他们上周五也来了。",,,,OCR_MISSING,F1-GMS-0601C 00:41.35-00:45.05
607,1,601,I don't watch TV very often.,我不怎么看电视。,,,,OCR_MISSING,F1-GMS-0601C 00:47.80-00:49.17
608,1,601,I didn't watch TV yesterday.,我昨天没看电视。,,,,OCR_MISSING,F1-GMS-0601C 00:52.30-00:53.81
609,1,601,Does she go out often?,他经常出去吗?,,,,LOW_CONF;OCR_MISSING,F1-GMS-0601C 00:57.00-00:58.46
610,1,601,Did she go out last night?,他昨天晚上出去了吗?,,,,LOW_CONF;OCR_MISSING,F1-GMS-0601C 01:01.27-01:03.00
611,1,601,"I played tennis yesterday, but I didn't win.","我昨天打了网球,但是没赢。",,,,OCR_MISSING,F1-GMS-0601C 01:06.00-01:08.74
612,1,601,"Did you do your homework? No, I didn't have time.","你做作业了吗? 没有,我没时间做。",,,,OCR_MISSING,F1-GMS-0601C 01:11.90-01:14.92
613,1,601,"We went to the movies, but we didn't enjoy the film.","我们去看了场电影,但是不怎么喜欢那部电影。",,,,OCR_MISSING,F1-GMS-0601C 01:18.23-01:21.73
614,1,601,"Did you see Fabian yesterday? No, I didn't.","你昨天看见法比恩了吗? 没有,我没看见他。",,,,OCR_MISSING,F1-GMS-0601C 01:24.98-01:28.67
615,1,601,"Did it rain on Sunday? Yes, it did.","星期天下雨了吗? 有,下了。",,,,OCR_MISSING,F1-GMS-0601C 01:31.85-01:35.10
616,1,601,"Did Evelyn come to the party? No, she didn't.","伊芙琳去聚会了吗?没有,她没去。",,,,OCR_MISSING,F1-GMS-0601C 01:37.97-01:41.35
617,1,601,"Did your parents have a good trip? Yes, they did.","你父母去旅游玩得好吗? 嗯,他们玩得很好。",,,,OCR_MISSING,F1-GMS-0601C 01:44.66-01:48.57
618,1,601,"I saw Evita, but I didn't see Fausto.","我见到艾菲塔了,但没有见到福斯托。",,,,OCR_MISSING,F1-GMS-0601C 01:51.85-01:55.08
619,1,601,"They worked on Monday, but they didn't on Tuesday.","他们星期一去上班了,但是星期二没去。",,,,OCR_MISSING,F1-GMS-0601C 01:58.34-02:02.14
620,1,601,"We went to the post office, but we didn't go to the bank.","我们去了邮局,但没去银行。",,,,OCR_MISSING,F1-GMS-0601C 02:05.08-02:07.71
621,1,601,"She had a pen, but she didn't have any paper.","他那时有支笔,但没有纸。",,,,LOW_CONF;OCR_MISSING,F1-GMS-0601C 02:11.04-02:13.47
622,1,601,"Gerhardt did some work in the yard, but he didn't do any work in the house.","葛哈德打理了院子,但是他没有打扫房子。",,,,OCR_MISSING,F1-GMS-0601C 02:17.07-02:20.90
623,1,601,I watched TV last night. How about you? Did you watch TV last night?,"我昨天晚上看了电视,你呢?你昨天晚上看电视了吗?",,,,OCR_MISSING,F1-GMS-0601C 02:23.57-02:28.07
624,1,601,I enjoyed the party. How about you? Did you enjoy the party?,"我觉得去聚会非常好玩,你觉得呢?你觉得去聚会好玩吗?",,,,OCR_MISSING,F1-GMS-0601C 02:30.73-02:35.65
625,1,601,I had a nice vacation. How about you? Did you have a nice vacation?,"我假期过得很不错,你呢?你假期过得好吗?",,,,OCR_MISSING,F1-GMS-0601C 02:38.17-02:41.80
626,1,601,I finished work early. How about you? Did you finish work early?,"我提前完成了工作,你呢?你提前完工了吗?",,,,OCR_MISSING,F1-GMS-0601C 02:44.37-02:47.93
627,1,601,I slept well last night. How about you? Did you sleep well last night?,"我昨晚睡得很好,你呢?你昨晚睡得好吗?",,,,OCR_MISSING,F1-GMS-0601C 02:50.61-02:54.20
628,1,601,I watch TV.,我看电视了。,,,,LOW_CONF;OCR_MISSING,F1-GMS-0601C 02:56.77-02:57.95
629,1,601,I got up before 7 a.m.,我早上7点前就起床了。,,,,OCR_MISSING,F1-GMS-0601C 03:00.46-03:02.57
630,1,601,I took a shower.,我洗了澡。,,,,OCR_MISSING,F1-GMS-0601C 03:05.12-03:06.26
631,1,601,I bought a magazine.,我买了一本杂志。,,,,OCR_MISSING,F1-GMS-0601C 03:08.65-03:10.57
632,1,601,I went to bed before 10.30.,我十点半前就上床睡觉了。,,,,OCR_MISSING,F1-GMS-0601C 03:12.82-03:15.08
633,1,601,We went to Hong Kong last month.,"我们上个月去了香港,",,,,OCR_MISSING,F1-GMS-0601C 03:17.58-03:19.22
634,1,601,Where did you stay?,你住哪儿了?,,,,LOW_CONF;OCR_MISSING,F1-GMS-0601C 03:21.75-03:22.80
635,1,601,We stayed with some friends.,我们跟几个朋友一起住。,,,,OCR_MISSING,F1-GMS-0601C 03:25.31-03:27.15
636,1,601,I was late for the meeting.,我开会迟到了。,,,,OCR_MISSING,F1-GMS-0601C 03:29.86-03:31.28
637,1,601,What time did you get there?,你几点到那儿的?,,,,OCR_MISSING,F1-GMS-0601C 03:33.80-03:35.20
638,1,601,I got there at 9.30.,我9点半到那儿的。,,,,OCR_MISSING,F1-GMS-0601C 03:37.70-03:39.20
639,1,601,I played tennis this afternoon.,我今天下午打了网球。,,,,OCR_MISSING,F1-GMS-0601C 03:41.65-03:43.51
640,1,601,Did you win?,你赢了吗?,,,,LOW_CONF;OCR_MISSING,F1-GMS-0601C 03:45.92-03:46.92
641,1,601,"No, I lost.","没有,我输了。",,,,OCR_MISSING,F1-GMS-0601C 03:49.35-03:50.75
642,1,601,I had a nice vacation.,我假期过得很不错。,,,,OCR_MISSING,F1-GMS-0601C 03:53.24-03:55.06
643,1,601,Where did you go?,你去了哪里?,,,,LOW_CONF;OCR_MISSING,F1-GMS-0601C 03:57.54-03:58.65
644,1,601,I went to the mountains.,我去爬山了。,,,,OCR_MISSING,F1-GMS-0601C 04:01.14-04:02.29
645,1,601,We came home by taxi.,我们打车回家的。,,,,OCR_MISSING,F1-GMS-0601C 04:04.74-04:06.70
646,1,601,How much did it cost?,这花了多少钱?,,,,OCR_MISSING,F1-GMS-0601C 04:08.90-04:10.49
647,1,601,It cost $40. It cost 30 euros.,花了240块钱。,,,,OCR_MISSING,F1-GMS-0601C 04:13.21-04:15.19
648,1,601,I'm tired this morning.,我今天早上觉得好累。,,,,OCR_MISSING,F1-GMS-0601C 04:18.46-04:20.32
649,1,601,Did you sleep well last night?,你昨晚睡得好吗?,,,,LOW_CONF;OCR_MISSING,F1-GMS-0601C 04:23.16-04:24.59
650,1,601,"No, I didn't sleep very well.","没有,我睡得不太好。",,,,OCR_MISSING,F1-GMS-0601C 04:27.36-04:29.18
651,1,651,We went to the beach yesterday.,我们昨天去了海边。,,,,OCR_MISSING,F1-GMS-0651C 00:07.00-00:08.56
652,1,651,Was the weather nice?,那时天气好吗?,,,,LOW_CONF;OCR_MISSING,F1-GMS-0651C 00:11.59-00:12.95
653,1,651,"Yes, the weather was great.","很好,天气很不错。",,,,OCR_MISSING,F1-GMS-0651C 00:15.79-00:17.81
654,1,651,The window's broken.,窗户破了。,,,,OCR_MISSING,F1-GMS-0651C 00:20.82-00:22.46
655,1,651,How did it break?,怎么破的?,,,,LOW_CONF;OCR_MISSING,F1-GMS-0651C 00:24.89-00:25.93
656,1,651,I don't know how it broke.,我不知道它怎么破的。,,,,OCR_MISSING,F1-GMS-0651C 00:28.87-00:30.52
657,1,651,"We went to the movies, but the film wasn't very good. We didn't enjoy it.","我们去看了场电影,但那部电影不怎么样,我们不喜欢。",,,,OCR_MISSING,F1-GMS-0651C 00:33.71-00:37.92
658,1,651,"Giovanni bought some new clothes yesterday, two shirts and a pair of pants.","乔凡尼昨天买了几件新衣服,两件衬衫和一条裤子。",,,,OCR_MISSING,F1-GMS-0651C 00:41.00-00:45.49
659,1,651,"Did it rain yesterday? No, it was a nice day.","昨天下雨了吗? 没有,昨天天气很好。",,,,OCR_MISSING,F1-GMS-0651C 00:48.04-00:51.33
660,1,651,"We were tired, so we didn't stay long at the party.","我们当时很累了,所以没有在聚会待很久。",,,,OCR_MISSING,F1-GMS-0651C 00:53.99-00:57.89
661,1,651,"It was very warm in the room, so I opened a window.","房间里很热,所以我把窗户打开了。",,,,OCR_MISSING,F1-GMS-0651C 00:59.90-01:02.63
662,1,651,"Did you call Ingrid this morning? No, I didn't have time.","你早上打电话给英格丽了吗? 没有,我没时间打。",,,,OCR_MISSING,F1-GMS-0651C 01:05.21-01:09.30
663,1,651,I cut my hand this morning. How did you do that?,"我今天早上切到了手,你怎么弄的?",,,,OCR_MISSING,F1-GMS-0651C 01:11.79-01:14.91
664,1,651,Why weren't you at the meeting yesterday? I didn't know about a meeting.,你昨天怎么没去开会?我不知道要开会。,,,,OCR_MISSING,F1-GMS-0651C 01:17.51-01:20.91
665,1,651,It's 6 o'clock now. Luke is at home watching TV.,"现在6点,卢卡正在家看电视。",,,,OCR_MISSING,F1-GMS-0651C 01:23.53-01:26.38
666,1,651,"At 4 o'clock, he wasn't at home. He was at the gym.","4点的时候她不在家,她那时在健身房。",,,,OCR_MISSING,F1-GMS-0651C 01:28.87-01:32.08
667,1,651,"He was swimming in the pool, not watching TV.","她那时在游泳,不是在看电视。",,,,LOW_CONF;OCR_MISSING,F1-GMS-0651C 01:35.11-01:37.55
668,1,651,What were you doing at 11.30 yesterday? Were you working?,你昨天11点半在做什么?在工作吗?,,,,OCR_MISSING,F1-GMS-0651C 01:40.48-01:43.52
669,1,651,What did he say? I don't know. I wasn't listening.,"他说什么?我不知道,我没在听。",,,,OCR_MISSING,F1-GMS-0651C 01:46.43-01:49.54
670,1,651,"It was raining, so we didn't go out.","那时正在下雨,所以我们没出门。",,,,OCR_MISSING,F1-GMS-0651C 01:51.50-01:54.55
671,1,651,"In 2001, we were living in Japan.","我们2001年住在日本,",,,,OCR_MISSING,F1-GMS-0651C 01:57.06-01:59.14
672,1,651,"Today she's wearing a skirt, but yesterday she was wearing pants.","他今天穿了裙子,但他昨天穿了裤子。",,,,OCR_MISSING,F1-GMS-0651C 02:01.89-02:05.45
673,1,651,I woke up early yesterday. It was a beautiful morning.,"我昨天很早就醒了,那是个美丽的清晨。",,,,OCR_MISSING,F1-GMS-0651C 02:08.17-02:11.49
674,1,651,The sun was shining and the birds were singing.,"阳光明媚,鸟儿都在唱歌。",,,,OCR_MISSING,F1-GMS-0651C 02:14.17-02:16.60
675,1,651,I was working at 10.30 last night.,昨天晚上十点半的时候我在工作。,,,,OCR_MISSING,F1-GMS-0651C 02:19.17-02:21.69
676,1,651,It wasn't raining when we went out.,我们出门的时候没下雨。,,,,OCR_MISSING,F1-GMS-0651C 02:24.19-02:26.07
677,1,651,What were you doing at 3 o'clock?,你三点的时候在做什么?,,,,LOW_CONF;OCR_MISSING,F1-GMS-0651C 02:28.81-02:30.72
678,1,651,Dimitri and Irina were at the supermarket buying food.,迪米特里和伊琳娜那时在超市里买吃的。,,,,OCR_MISSING,F1-GMS-0651C 02:33.30-02:36.68
679,1,651,Santo was in his car driving.,桑多在开车。,,,,OCR_MISSING,F1-GMS-0651C 02:39.26-02:40.70
680,1,651,Dennis was at the station waiting for a train.,丹尼斯在火车站等火车。,,,,OCR_MISSING,F1-GMS-0651C 02:43.28-02:45.47
681,1,651,The old couple were in the park taking a walk.,"那对老夫妻在公园散步,",,,,OCR_MISSING,F1-GMS-0651C 02:47.92-02:50.10
682,1,651,"At 8.45, she was washing her car.","他8点45的时候在洗车,",,,,OCR_MISSING,F1-GMS-0651C 02:52.61-02:54.99
683,1,651,"At 10.45, she was playing tennis.",他10点45的时候在打网球。,,,,LOW_CONF;OCR_MISSING,F1-GMS-0651C 02:57.45-03:00.04
684,1,651,"At 8 o'clock, she was reading the news.",他8点的时候在看新闻。,,,,OCR_MISSING,F1-GMS-0651C 03:02.45-03:04.61
685,1,651,"At 12.10, she was cooking lunch.",他12点10分的时候在做午饭。,,,,OCR_MISSING,F1-GMS-0651C 03:07.12-03:09.59
686,1,651,"At 7.15, she was having breakfast.",他7点15的时候在吃早餐。,,,,OCR_MISSING,F1-GMS-0651C 03:12.23-03:14.80
687,1,651,"At 9.30, she was cleaning the kitchen.",他9点半的时候在打扫厨房。,,,,OCR_MISSING,F1-GMS-0651C 03:17.41-03:19.79
688,1,651,Where were you living in 1999?,你1999年的时候住在哪里?,,,,OCR_MISSING,F1-GMS-0651C 03:22.36-03:24.99
689,1,651,What were you doing at 2 o'clock?,你两点的时候在做什么?,,,,OCR_MISSING,F1-GMS-0651C 03:27.72-03:29.72
690,1,651,Was it raining when you got up?,你起床的时候下雨了吗?,,,,OCR_MISSING,F1-GMS-0651C 03:32.17-03:34.06
691,1,651,Why was she driving so fast?,他为什么开车开得这么快?,,,,OCR_MISSING,F1-GMS-0651C 03:36.50-03:38.56
692,1,651,Why was he wearing a suit yesterday?,他昨天为什么穿了西装?,,,,OCR_MISSING,F1-GMS-0651C 03:41.02-03:43.00
693,1,651,He wasn't wearing a jacket.,他没穿夹克。,,,,OCR_MISSING,F1-GMS-0651C 03:45.54-03:46.83
694,1,651,He was carrying a bag.,"他拿着一个包,",,,,OCR_MISSING,F1-GMS-0651C 03:49.26-03:50.54
695,1,651,He wasn't going to the dentist.,他不是要去看牙医。,,,,OCR_MISSING,F1-GMS-0651C 03:52.99-03:54.60
696,1,651,He was eating ice cream.,他在吃冰激凌。,,,,LOW_CONF;OCR_MISSING,F1-GMS-0651C 03:57.11-03:58.44
697,1,651,He wasn't carrying an umbrella.,他没带伞。,,,,OCR_MISSING,F1-GMS-0651C 04:00.91-04:02.06
698,1,651,He wasn't going home.,他不是要回家。,,,,LOW_CONF;OCR_MISSING,F1-GMS-0651C 04:04.74-04:06.12
699,1,651,He was wearing a hat.,"他戴着一顶帽子,",,,,OCR_MISSING,F1-GMS-0651C 04:09.43-04:11.00
700,1,651,He wasn't riding a bicycle.,他不是在骑自行车。,,,,OCR_MISSING,F1-GMS-0651C 04:14.02-04:15.95
701,1,701,What was Jose doing when the phone rang?,"电话响时,何塞在做什么?",,,,OCR_MISSING,F1-GMS-0701C 00:07.00-00:09.23
702,1,701,He was reading a book.,他在看书。,,,,OCR_MISSING,F1-GMS-0701C 00:11.94-00:13.08
703,1,701,What did he do when the phone rang?,"电话响了,他做了什么?",,,,OCR_MISSING,F1-GMS-0701C 00:16.02-00:18.13
704,1,701,He stopped reading and answered the phone.,"他停止看书,然后接了电话。",,,,OCR_MISSING,F1-GMS-0701C 00:20.87-00:23.38
705,1,701,What did you do yesterday morning?,你昨天早上做了什么?,,,,OCR_MISSING,F1-GMS-0701C 00:26.32-00:28.14
706,1,701,What were you doing at 10.30?,你十点半的时候在做什么?,,,,OCR_MISSING,F1-GMS-0701C 00:30.94-00:33.27
707,1,701,We played tennis from 10 to 11.30.,"我们打了网球,从10点打到11点半。",,,,OCR_MISSING,F1-GMS-0701C 00:36.01-00:39.60
708,1,701,We were playing tennis.,我们在打网球。,,,,OCR_MISSING,F1-GMS-0701C 00:42.26-00:43.77
709,1,701,Did you watch the basketball game on TV last night?,你昨晚看电视转播的篮球比赛了吗?,,,,OCR_MISSING,F1-GMS-0701C 00:46.50-00:49.50
710,1,701,Were you watching TV when I called you?,我答给你的时候你在看电视吗?,,,,OCR_MISSING,F1-GMS-0701C 00:52.08-00:54.59
711,1,701,It didn't rain while we were on vacation.,我们去度假的时候没有下雨。,,,,OCR_MISSING,F1-GMS-0701C 00:57.34-00:59.83
712,1,701,It wasn't raining when I got up.,我起床的时候没在下雨。,,,,OCR_MISSING,F1-GMS-0701C 01:02.52-01:04.70
713,1,701,"I started work at 9 and finished at 4.30, so at 2.30 I was in the middle of working.","我9点开始工作,4点半做完了工作,所以在2点半的时候,我正在工作中。",,,,OCR_MISSING,F1-GMS-0701C 01:07.41-01:13.67
714,1,701,It was raining when we went out.,"我们出门的时候在下雨,",,,,OCR_MISSING,F1-GMS-0701C 01:16.53-01:18.59
715,1,701,I saw them this morning. They were waiting at the bus stop.,"我早上看见他们了,他们在公车站等车。",,,,OCR_MISSING,F1-GMS-0701C 01:21.59-01:24.99
